4.00001	28594
4.00093	28604
4.00186	28614
4.00278	28624
4.00371	28634
4.00463	28644
4.00556	28654
4.00648	28664
4.00741	28674
4.00833	28684
4.00926	28694
4.01018	28704
4.01111	28714
4.01203	28724
4.01296	28734
4.01388	28743
4.01481	28752
4.01573	28761
4.01666	28770
4.01758	28779
4.01851	28788
4.01943	28797
4.02036	28806
4.02128	28815
4.0222	28824
4.02313	28833
4.02405	28842
4.02498	28851
4.0259	28860
4.02683	28869
4.02775	28878
4.02868	28887
4.0296	28896
4.03053	28905
4.03145	28914
4.03238	28923
4.0333	28932
4.03423	28941
4.03515	28950
4.03608	28959
4.037	28968
4.03793	28977
4.03885	28986
4.03978	28995
4.0407	29004
4.04163	29013
4.04255	29022
4.04348	29031
4.0444	29040
4.04532	29049
4.04625	29058
4.04717	29067
4.0481	29076
4.04902	29085
4.04995	29094
4.05087	29103
4.0518	29112
4.05272	29121
4.05365	29130
4.05457	29139
4.0555	29148
4.05642	29157
4.05735	29166
4.05827	29175
4.0592	29184
4.06012	29193
4.06105	29202
4.06197	29211
4.0629	29220
4.06382	29229
4.06475	29238
4.06567	29247
4.0666	29256
4.06752	29265
4.06844	29274
4.06937	29283
4.07029	29292
4.07122	29301
4.07214	29310
4.07307	29319
4.07399	29328
4.07492	29337
4.07584	29346
4.07677	29355
4.07769	29364
4.07862	29373
4.07954	29382
4.08047	29391
4.08139	29400
4.08232	29409
4.08324	29418
4.08417	29427
4.08509	29436
4.08602	29445
4.08694	29454
4.08787	29463
4.08879	29472
4.08972	29481
4.09064	29490
4.09156	29499
4.09249	29508
4.09341	29517
4.09434	29526
4.09526	29535
4.09619	29544
4.09711	29553
4.09804	29562
4.09896	29571
4.09989	29580
4.10081	29589
4.10174	29598
4.10266	29607
4.10359	29616
4.10451	29625
4.10544	29634
4.10636	29643
4.10729	29652
4.10821	29661
4.10914	29670
4.11006	29679
4.11099	29688
4.11191	29697
4.11284	29706
4.11376	29715
4.11468	29724
4.11561	29733
4.11653	29742
4.11746	29751
4.11838	29760
4.11931	29769
4.12023	29778
4.12116	29787
4.12208	29796
4.12301	29805
4.12393	29814
4.12486	29823
4.12578	29832
4.12671	29841
4.12763	29850
4.12856	29859
4.12948	29868
4.13041	29877
4.13133	29886
4.13226	29895
4.13318	29904
4.13411	29913
4.13503	29922
4.13596	29931
4.13688	29940
4.1378	29949
4.13873	29958
4.13965	29967
4.14058	29976
4.1415	29985
4.14243	29994
4.14335	30003
4.14428	30012
4.1452	30021
4.14613	30030
4.14705	30039
4.14798	30048
4.1489	30057
4.14983	30066
4.15075	30075
4.15168	30084
4.1526	30093
4.15353	30102
4.15445	30111
4.15538	30120
4.1563	30129
4.15723	30138
4.15815	30147
4.15908	30156
4.16	30165
4.16092	30174
4.16185	30183
4.16277	30192
4.1637	30201
4.16462	30210
4.16555	30219
4.16647	30228
4.1674	30237
4.16832	30246
4.16925	30255
4.17017	30264
4.1711	30273
4.17202	30282
4.17295	30291
4.17387	30300
4.1748	30309
4.17572	30318
4.17665	30327
4.17757	30336
4.1785	30345
4.17942	30354
4.18035	30363
4.18127	30372
4.1822	30381
4.18312	30390
4.18404	30399
4.18497	30408
4.18589	30417
4.18682	30426
4.18774	30435
4.18867	30444
4.18959	30453
4.19052	30462
4.19144	30471
4.19237	30480
4.19329	30489
4.19422	30498
4.19514	30507
4.19607	30516
4.19699	30525
4.19792	30534
4.19884	30543
4.19977	30552
4.20069	30561
4.20162	30570
4.20254	30579
4.20347	30588
4.20439	30597
4.20532	30606
4.20624	30615
4.20716	30624
4.20809	30633
4.20901	30642
4.20994	30651
4.21086	30660
4.21179	30669
4.21271	30678
4.21364	30687
4.21456	30696
4.21549	30705
4.21641	30714
4.21734	30723
4.21826	30732
4.21919	30741
4.22011	30750
4.22104	30759
4.22196	30768
4.22289	30777
4.22381	30786
4.22474	30795
4.22566	30804
4.22659	30813
4.22751	30822
4.22844	30831
4.22936	30840
4.23028	30849
4.23121	30858
4.23213	30867
4.23306	30876
4.23398	30885
4.23491	30894
4.23583	30903
4.23676	30912
