1	536
1.06519	1072
1.09819	1608
1.09911	2144
1.13118	2680
1.1321	3216
1.13303	3752
1.13395	4288
1.16417	4824
1.16509	5360
1.16602	5896
1.16694	6432
1.16787	6968
1.16879	7504
1.16972	8040
1.17064	8576
1.19716	9112
1.19809	9648
1.19901	10184
1.19994	10720
1.20086	11256
1.20179	11792
1.20271	12328
1.20364	12864
1.20456	13400
1.20548	13936
1.20641	14472
1.20733	15008
1.20826	15544
1.20918	16080
1.21011	16616
1.21103	17152
1.23015	17688
1.23108	18224
1.232	18760
1.23293	19296
1.23385	19832
1.23478	20368
1.2357	20904
1.23663	21440
1.23755	21976
1.23848	22512
1.2394	23048
1.24033	23584
1.24125	24120
1.24218	24656
1.2431	25192
1.24403	25728
1.24495	26264
1.24588	26800
1.2468	27336
1.24772	27872
1.24865	28408
1.24957	28944
1.2505	29480
1.25142	30016
1.25235	30552
1.25327	31088
1.2542	31624
1.25512	32160
1.25605	32696
1.25697	33232
1.2579	33768
1.25882	34304
1.26315	34840
1.26407	35376
1.265	35912
1.26592	36448
1.26684	36984
1.26777	37520
1.26869	38056
1.26962	38592
1.27054	39128
1.27147	39664
1.27239	40200
1.27332	40736
1.27424	41272
1.27517	41808
1.27609	42344
1.27702	42880
1.27794	43416
1.27887	43952
1.27979	44488
1.28072	45024
1.28164	45560
1.28257	46096
1.28349	46632
1.28442	47168
1.28534	47704
1.28627	48240
1.28719	48776
1.28812	49312
1.28904	49848
1.28996	50384
1.29089	50920
1.29181	51456
1.29274	51992
1.29366	52528
1.29459	53064
1.29551	53600
1.29644	54136
1.29736	54672
1.29829	55208
1.29921	55744
1.30014	56280
1.30106	56816
1.30199	57352
1.30291	57888
1.30384	58424
1.30476	58960
1.30569	59496
1.30661	60032
1.30754	60568
1.30846	61104
1.30939	61640
1.31031	62176
1.31124	62712
1.31216	63248
1.31308	63784
1.31401	64320
1.31493	64856
1.31586	65392
1.31678	65928
1.31771	65932
1.31863	65936
1.31956	65940
1.32048	65944
1.32141	65948
1.32233	65952
1.32326	65956
1.32418	65960
1.32511	65964
1.32603	65968
1.32696	65972
1.32788	65976
1.32881	65980
1.32973	65984
1.33066	65988
1.33158	65992
1.33251	65996
1.33343	66000
1.33436	66004
1.33528	66008
1.3362	66012
1.33713	66016
1.33805	66020
1.33898	66024
1.3399	66028
1.34083	66032
1.34175	66036
1.34268	66040
1.34545	536
1.41296	1072
1.44596	1608
1.47895	2144
1.4808	2680
1.51286	3216
1.51471	3752
1.51656	4288
1.54678	4824
1.54863	5360
1.55048	5896
1.55233	6432
1.57977	6968
1.58162	7504
1.58347	8040
1.58532	8576
1.58717	9112
1.58902	9648
1.61276	10184
1.61461	10720
1.61646	11256
1.61831	11792
1.62016	12328
1.62201	12864
1.62386	13400
1.62571	13936
1.62756	14472
1.64576	15008
1.64761	15544
1.64946	16080
1.65131	16616
1.65316	17152
1.655	17688
1.65685	18224
1.6587	18760
1.66055	19296
1.6624	19832
1.66425	20368
1.6661	20904
1.66795	21440
1.6698	21976
1.67967	22512
1.68152	23048
1.68337	23584
1.68522	24120
1.68707	24656
1.68892	25192
1.69077	25728
1.69355	536
1.71852	1072
1.71944	1608
1.72036	2144
1.72129	2680
1.72221	3216
1.72314	3752
1.72406	4288
1.72499	4824
1.72591	5360
1.72684	5896
1.72776	6432
1.72869	6968
1.72961	7504
1.73054	8040
1.73146	8576
1.73239	9112
1.73331	9648
1.73424	10184
1.73516	10720
1.73609	11256
1.73701	11792
1.73794	12328
1.73886	12864
1.73979	12886
1.74071	12908
1.74164	12930
1.74256	12952
1.74348	12974
1.74441	12996
1.74533	13018
1.74626	13040
1.74718	13062
1.74811	13083
1.74903	13104
1.74996	13125
1.75088	13146
1.75181	13167
1.75273	13188
1.75366	13209
1.75458	13230
1.75551	13251
1.75643	13272
1.75736	13293
1.75828	13314
1.75921	13335
1.76013	13356
1.76291	536
1.8036	1072
1.80452	1608
1.80545	2144
1.80637	2680
1.8073	3216
1.80822	3752
1.80915	4288
1.81007	4824
1.811	5360
1.81192	5896
1.81284	6432
1.81377	6968
1.81469	7009
1.81562	7049
1.81654	7089
1.81747	7129
1.81839	7169
1.81932	7209
1.82024	7248
1.82117	7287
1.82209	7326
1.82302	7365
1.82394	7404
1.82487	7442
1.83751	536
1.85786	1072
1.85878	1608
1.85971	2144
